0.000698,0.193366,0.000000,0.193396,0.000000,0.000000,0.397973,000
0.000701,0.195215,0.000000,0.195246,0.000000,0.000000,0.399748,000
0.000677,0.206815,0.000000,0.206849,0.000000,0.000000,0.411457,000
0.000699,0.194870,0.000000,0.194897,0.000000,0.000000,0.395516,000
0.002864,0.185619,0.000000,0.185647,0.000000,0.000000,0.346959,000
0.000655,0.172715,0.000000,0.172744,0.000000,0.000000,0.361184,000
0.000697,0.169616,0.000000,0.169645,0.000000,0.000000,0.327728,000
0.000747,0.202837,0.000000,0.202868,0.000000,0.000000,0.368665,000
0.000650,0.187644,0.000000,0.187674,0.000000,0.000000,0.365870,000
0.000699,0.190788,0.000000,0.190818,0.000000,0.000000,0.399335,000
0.000707,0.194801,0.000000,0.194831,0.000000,0.000000,0.399404,000
0.000699,0.194669,0.000000,0.194700,0.000000,0.000000,0.377505,000
0.000676,0.186161,0.000000,0.186190,0.000000,0.000000,0.390489,000
0.002714,0.175105,0.000000,0.175132,0.000000,0.000000,0.335365,000
0.000692,0.171928,0.000000,0.171957,0.000000,0.000000,0.357626,000
0.002793,0.196771,0.000000,0.196802,0.000000,0.000000,0.354654,000
0.002616,0.229236,0.000000,0.229267,0.000000,0.000000,0.410487,000
0.002717,0.177845,0.000000,0.177874,0.000000,0.000000,0.336949,000
0.001079,0.175974,0.000000,0.176017,0.000000,0.000000,0.340317,000
0.002805,0.193080,0.000000,0.193113,0.000000,0.000000,0.370612,000
0.002720,0.217123,0.000000,0.217151,0.000000,0.000000,0.399854,000
0.000779,0.193314,0.000000,0.193344,0.000000,0.000000,0.371756,000
0.002868,0.187230,0.000000,0.187261,0.000000,0.000000,0.389320,000
0.002808,0.192392,0.000000,0.192425,0.000000,0.000000,0.387629,000
0.002765,0.199102,0.000000,0.199137,0.000000,0.000000,0.368332,000
0.002761,0.220741,0.000000,0.220777,0.000000,0.000000,0.386615,000
0.001244,0.188712,0.000000,0.188749,0.000000,0.000000,0.372868,000
0.000660,0.174283,0.000000,0.174333,0.000000,0.000000,0.353856,000
0.002496,0.191133,0.000000,0.191165,0.000000,0.000000,0.360112,000
0.001203,0.174767,0.000000,0.174809,0.000000,0.000000,0.334894,000
0.002817,0.191295,0.000000,0.191328,0.000000,0.000000,0.383001,000
0.003001,0.197647,0.000000,0.197690,0.000000,0.000000,0.374762,000
0.003336,0.194655,0.000000,0.194687,0.000000,0.000000,0.398403,000
0.000820,0.180856,0.000000,0.180887,0.000000,0.000000,0.347684,000
0.002721,0.194093,0.000000,0.194126,0.000000,0.000000,0.362433,000
0.000802,0.177228,0.000000,0.177266,0.000000,0.000000,0.338715,000
0.000810,0.181008,0.000000,0.181043,0.000000,0.000000,0.341089,000
0.000808,0.203736,0.000000,0.203788,0.000000,0.000000,0.371222,000
0.000789,0.196515,0.000000,0.196551,0.000000,0.000000,0.359228,000
0.000695,0.198861,0.000000,0.198891,0.000000,0.000000,0.377764,000
0.002815,0.193321,0.000000,0.193354,0.000000,0.000000,0.361763,000
0.000746,0.201741,0.000000,0.201772,0.000000,0.000000,0.371509,000
0.000797,0.189067,0.000000,0.189097,0.000000,0.000000,0.348031,000
0.003163,0.194234,0.000000,0.194265,0.000000,0.000000,0.398766,000
0.001999,0.175281,0.000000,0.175309,0.000000,0.000000,0.361262,000
0.002608,0.193345,0.000000,0.193384,0.000000,0.000000,0.360287,000
0.000685,0.246935,0.000000,0.246971,0.000000,0.000000,0.451214,000
0.000686,0.181024,0.000000,0.181070,0.000000,0.000000,0.355705,000
0.002555,0.200640,0.000000,0.200670,0.000000,0.000000,0.379262,000
0.001102,0.203257,0.000000,0.203287,0.000000,0.000000,0.362296,000
0.002825,0.182468,0.000000,0.182501,0.000000,0.000000,0.353586,000
0.002641,0.185815,0.000000,0.185843,0.000000,0.000000,0.360727,000
0.002842,0.192244,0.000000,0.192272,0.000000,0.000000,0.418900,000
0.000663,0.200832,0.000000,0.200867,0.000000,0.000000,0.378663,000
0.000786,0.176008,0.000000,0.176038,0.000000,0.000000,0.363668,000
0.000717,0.195084,0.000000,0.195117,0.000000,0.000000,0.399205,000
0.000692,0.187080,0.000000,0.187109,0.000000,0.000000,0.359796,000
0.000707,0.208599,0.000000,0.208629,0.000000,0.000000,0.382751,000
0.000682,0.200819,0.000000,0.200849,0.000000,0.000000,0.383758,000
0.000792,0.196857,0.000000,0.196886,0.000000,0.000000,0.381637,000
